condition,seed,pid,y_true,y_pred
atomblob_density_gradmag,0,1a4w,5.920000076293945,7.5501298904418945
atomblob_density_gradmag,0,1aj6,5.920000076293945,6.568692207336426
atomblob_density_gradmag,0,1akq,9.100000381469727,6.574821472167969
atomblob_density_gradmag,0,1akr,9.09000015258789,6.223792552947998
atomblob_density_gradmag,0,1akt,8.489999771118164,6.40103006362915
atomblob_density_gradmag,0,1aku,6.130000114440918,6.470739841461182
atomblob_density_gradmag,0,1akw,8.59000015258789,6.38962459564209
atomblob_density_gradmag,0,1aw1,1.0499999523162842,3.7138009071350098
atomblob_density_gradmag,0,1bcu,3.2799999713897705,4.36951208114624
atomblob_density_gradmag,0,1c5o,3.490000009536743,4.459977149963379
atomblob_density_gradmag,0,1c5s,6.0,5.393096923828125
atomblob_density_gradmag,0,1c5t,4.099999904632568,5.387715816497803
atomblob_density_gradmag,0,1c7e,6.300000190734863,6.580185890197754
atomblob_density_gradmag,0,1c7f,9.520000457763672,6.465349197387695
atomblob_density_gradmag,0,1ezq,9.050000190734863,6.863101482391357
atomblob_density_gradmag,0,1f0s,7.739999771118164,6.502993106842041
atomblob_density_gradmag,0,1f0t,6.0,6.211179256439209
atomblob_density_gradmag,0,1f0u,7.159999847412109,5.773706436157227
atomblob_density_gradmag,0,1fkn,8.800000190734863,7.096891403198242
atomblob_density_gradmag,0,1flm,9.369999885559082,6.038160800933838
atomblob_density_gradmag,0,1g2l,7.239999771118164,6.619007110595703
atomblob_density_gradmag,0,1g2m,7.400000095367432,6.823580265045166
atomblob_density_gradmag,0,1g30,6.849999904632568,6.964465141296387
atomblob_density_gradmag,0,1g32,6.110000133514404,7.1314849853515625
atomblob_density_gradmag,0,1g36,7.170000076293945,5.946460723876953
atomblob_density_gradmag,0,1ghv,4.349999904632568,5.0087809562683105
atomblob_density_gradmag,0,1ghw,4.199999809265137,5.0530290603637695
atomblob_density_gradmag,0,1ghz,4.800000190734863,4.273303031921387
atomblob_density_gradmag,0,1gi1,5.46999979019165,5.387054920196533
atomblob_density_gradmag,0,1gi6,6.21999979019165,4.737565994262695
atomblob_density_gradmag,0,1gi7,4.510000228881836,4.584011077880859
atomblob_density_gradmag,0,1gi8,5.050000190734863,5.090888023376465
atomblob_density_gradmag,0,1gi9,5.21999979019165,4.874571800231934
atomblob_density_gradmag,0,1gj4,4.070000171661377,5.833606719970703
atomblob_density_gradmag,0,1gj5,4.960000038146973,5.50422477722168
atomblob_density_gradmag,0,1gj6,7.0,6.032362937927246
atomblob_density_gradmag,0,1gj7,7.889999866485596,6.090624809265137
atomblob_density_gradmag,0,1gj8,6.960000038146973,5.493930816650391
atomblob_density_gradmag,0,1gja,5.420000076293945,5.470329284667969
atomblob_density_gradmag,0,1gjb,6.349999904632568,5.546672821044922
atomblob_density_gradmag,0,1gjc,6.349999904632568,5.502060890197754
atomblob_density_gradmag,0,1hp5,6.550000190734863,6.893466949462891
atomblob_density_gradmag,0,1i7z,6.400000095367432,6.686556816101074
atomblob_density_gradmag,0,1jak,5.570000171661377,5.5230207443237305
atomblob_density_gradmag,0,1jwt,7.849999904632568,6.420188903808594
atomblob_density_gradmag,0,1k1i,6.579999923706055,6.247912406921387
atomblob_density_gradmag,0,1k1j,7.550000190734863,6.996110439300537
atomblob_density_gradmag,0,1k1l,6.900000095367432,6.47747802734375
atomblob_density_gradmag,0,1k1m,7.400000095367432,6.767974853515625
atomblob_density_gradmag,0,1k1n,6.820000171661377,6.836330413818359
atomblob_density_gradmag,0,1k1o,6.170000076293945,5.96626615524292
atomblob_density_gradmag,0,1kv5,4.21999979019165,3.5270447731018066
atomblob_density_gradmag,0,1kzn,8.920000076293945,7.3325700759887695
atomblob_density_gradmag,0,1lqe,5.820000171661377,5.934778690338135
atomblob_density_gradmag,0,1lyx,4.539999961853027,4.491148948669434
atomblob_density_gradmag,0,1lzo,4.539999961853027,3.308243751525879
atomblob_density_gradmag,0,1m4h,9.520000457763672,7.242448806762695
atomblob_density_gradmag,0,1m9n,6.920000076293945,5.208600997924805
atomblob_density_gradmag,0,1ml1,4.28000020980835,3.90293288230896
atomblob_density_gradmag,0,1njf,6.210000038146973,6.260141372680664
atomblob_density_gradmag,0,1np0,3.569999933242798,6.171294212341309
atomblob_density_gradmag,0,1nvq,8.25,7.582101821899414
atomblob_density_gradmag,0,1nvr,8.109999656677246,7.479336261749268
atomblob_density_gradmag,0,1o2g,6.119999885559082,5.5659990310668945
atomblob_density_gradmag,0,1o2h,7.170000076293945,5.453885078430176
atomblob_density_gradmag,0,1o2j,6.920000076293945,5.379937171936035
atomblob_density_gradmag,0,1o2k,6.920000076293945,5.510584354400635
atomblob_density_gradmag,0,1o2n,6.090000152587891,5.827171802520752
atomblob_density_gradmag,0,1o2o,6.360000133514404,5.780841827392578
atomblob_density_gradmag,0,1o2p,4.849999904632568,5.974041938781738
atomblob_density_gradmag,0,1o2q,7.679999828338623,6.110772609710693
atomblob_density_gradmag,0,1o2r,5.210000038146973,6.116276741027832
atomblob_density_gradmag,0,1o2s,5.46999979019165,4.850523471832275
atomblob_density_gradmag,0,1o2t,7.849999904632568,5.605712890625
atomblob_density_gradmag,0,1o2z,6.110000133514404,5.807075500488281
atomblob_density_gradmag,0,1o30,6.769999980926514,5.782774925231934
atomblob_density_gradmag,0,1o32,5.739999771118164,4.748318672180176
atomblob_density_gradmag,0,1o33,5.739999771118164,4.903032302856445
atomblob_density_gradmag,0,1o34,5.739999771118164,4.872502326965332
atomblob_density_gradmag,0,1o35,5.0,5.323529243469238
atomblob_density_gradmag,0,1o36,5.960000038146973,5.538032531738281
atomblob_density_gradmag,0,1o38,6.820000171661377,5.4488325119018555
atomblob_density_gradmag,0,1o39,7.130000114440918,5.618312358856201
atomblob_density_gradmag,0,1o3b,7.130000114440918,5.52908992767334
atomblob_density_gradmag,0,1o3c,7.130000114440918,5.5530781745910645
atomblob_density_gradmag,0,1o3d,7.130000114440918,5.593189239501953
atomblob_density_gradmag,0,1o3e,7.960000038146973,5.774208068847656
atomblob_density_gradmag,0,1o3f,7.960000038146973,5.751394271850586
atomblob_density_gradmag,0,1o3p,6.659999847412109,5.378851413726807
atomblob_density_gradmag,0,1o5a,6.420000076293945,5.594089508056641
atomblob_density_gradmag,0,1o5c,5.21999979019165,5.727782249450684
atomblob_density_gradmag,0,1o5e,5.739999771118164,5.818874359130859
atomblob_density_gradmag,0,1o5f,6.070000171661377,6.070276260375977
atomblob_density_gradmag,0,1o5g,4.960000038146973,5.934425354003906
atomblob_density_gradmag,0,1odi,4.210000038146973,5.960735321044922
atomblob_density_gradmag,0,1odj,4.099999904632568,6.161907196044922
atomblob_density_gradmag,0,1ow4,5.679999828338623,6.954130172729492
atomblob_density_gradmag,0,1owe,6.199999809265137,5.6939191818237305
atomblob_density_gradmag,0,1owh,7.400000095367432,5.487741947174072
atomblob_density_gradmag,0,1owi,7.550000190734863,6.324664115905762
atomblob_density_gradmag,0,1owj,7.320000171661377,6.328317642211914
atomblob_density_gradmag,0,1owk,7.630000114440918,6.017270088195801
atomblob_density_gradmag,0,1oyq,6.960000038146973,5.965214252471924
atomblob_density_gradmag,0,1oyt,7.239999771118164,6.65186882019043
atomblob_density_gradmag,0,1oz0,7.699999809265137,5.66960334777832
atomblob_density_gradmag,0,1p1n,6.800000190734863,5.556297302246094
atomblob_density_gradmag,0,1p1o,5.760000228881836,4.984881401062012
atomblob_density_gradmag,0,1p1q,4.889999866485596,5.408963680267334
atomblob_density_gradmag,0,1p4r,8.100000381469727,7.182285308837891
atomblob_density_gradmag,0,1p57,4.400000095367432,4.9770402908325195
atomblob_density_gradmag,0,1pf8,7.510000228881836,6.7393341064453125
atomblob_density_gradmag,0,1pkx,6.920000076293945,5.480193138122559
atomblob_density_gradmag,0,1pl0,8.220000267028809,7.422824859619141
atomblob_density_gradmag,0,1pr1,5.300000190734863,5.679309844970703
atomblob_density_gradmag,0,1pr5,3.9200000762939453,5.5120649337768555
atomblob_density_gradmag,0,1pxm,7.21999979019165,7.013320446014404
atomblob_density_gradmag,0,1pxn,7.150000095367432,7.73371696472168
atomblob_density_gradmag,0,1pxp,6.659999847412109,7.317800521850586
atomblob_density_gradmag,0,1q4l,7.400000095367432,6.746103286743164
atomblob_density_gradmag,0,1q72,6.849999904632568,5.546611785888672
atomblob_density_gradmag,0,1q8t,4.760000228881836,6.91522741317749
atomblob_density_gradmag,0,1q8u,5.960000038146973,6.355412006378174
atomblob_density_gradmag,0,1q8w,5.239999771118164,6.660037994384766
atomblob_density_gradmag,0,1qbo,7.739999771118164,6.4448370933532715
atomblob_density_gradmag,0,1qyg,6.849999904632568,6.252436637878418
atomblob_density_gradmag,0,1sb1,6.889999866485596,7.024904251098633
atomblob_density_gradmag,0,1sqo,7.460000038146973,6.166420936584473
atomblob_density_gradmag,0,1sqt,6.199999809265137,6.103623390197754
atomblob_density_gradmag,0,1syh,6.409999847412109,6.00931453704834
atomblob_density_gradmag,0,1syi,5.440000057220459,6.242404460906982
atomblob_density_gradmag,0,1syo,9.0,3.3844332695007324
atomblob_density_gradmag,0,1sz0,9.0,3.358633279800415
atomblob_density_gradmag,0,1thz,5.150000095367432,5.23432731628418
atomblob_density_gradmag,0,1tvo,6.849999904632568,6.785335063934326
atomblob_density_gradmag,0,1tx7,4.599999904632568,5.021183967590332
atomblob_density_gradmag,0,1u6q,5.880000114440918,6.037288188934326
atomblob_density_gradmag,0,1ua4,4.21999979019165,6.890182971954346
atomblob_density_gradmag,0,1utn,3.490000009536743,5.089034080505371
atomblob_density_gradmag,0,1uto,2.2699999809265137,4.4959821701049805
atomblob_density_gradmag,0,1v2k,6.190000057220459,6.702089786529541
atomblob_density_gradmag,0,1v2n,5.900000095367432,5.968097686767578
atomblob_density_gradmag,0,1v2o,4.730000019073486,6.103825092315674
atomblob_density_gradmag,0,1v2p,4.730000019073486,6.47173547744751
atomblob_density_gradmag,0,1v2q,4.130000114440918,5.948441505432129
atomblob_density_gradmag,0,1v2r,3.549999952316284,6.011449337005615
atomblob_density_gradmag,0,1v2t,4.710000038146973,6.108047962188721
atomblob_density_gradmag,0,1v2w,4.010000228881836,5.979705333709717
atomblob_density_gradmag,0,1vjd,3.5399999618530273,5.382645606994629
atomblob_density_gradmag,0,1wvj,6.730000019073486,6.292037010192871
atomblob_density_gradmag,0,1xa5,6.5,8.786130905151367
atomblob_density_gradmag,0,1xbb,5.300000190734863,6.006363868713379
atomblob_density_gradmag,0,1xhy,6.179999828338623,5.830538749694824
atomblob_density_gradmag,0,1xk9,6.849999904632568,4.93435001373291
atomblob_density_gradmag,0,1xkk,8.520000457763672,8.945060729980469
atomblob_density_gradmag,0,1xws,8.0,8.018776893615723
atomblob_density_gradmag,0,1xxh,6.110000133514404,5.447362899780273
atomblob_density_gradmag,0,1xxi,5.519999980926514,5.654759883880615
atomblob_density_gradmag,0,1y3v,5.639999866485596,6.025021553039551
atomblob_density_gradmag,0,1y3w,5.769999980926514,5.6419758796691895
atomblob_density_gradmag,0,1y3x,5.139999866485596,5.8433756828308105
atomblob_density_gradmag,0,1ydr,5.519999980926514,7.035079002380371
atomblob_density_gradmag,0,1yds,5.920000076293945,6.62730598449707
atomblob_density_gradmag,0,1yp9,5.110000133514404,5.971344947814941
atomblob_density_gradmag,0,1ype,8.100000381469727,6.91829776763916
atomblob_density_gradmag,0,1ypg,8.0,6.596279144287109
atomblob_density_gradmag,0,1ypj,7.019999980926514,6.74851655960083
atomblob_density_gradmag,0,1z6e,9.720000267028809,7.405216217041016
atomblob_density_gradmag,0,2al5,8.399999618530273,5.893413066864014
atomblob_density_gradmag,0,2b1g,6.639999866485596,5.184271812438965
atomblob_density_gradmag,0,2b1i,6.820000171661377,5.909942150115967
atomblob_density_gradmag,0,2bal,6.309999942779541,6.522792816162109
atomblob_density_gradmag,0,2br1,5.139999866485596,6.540046215057373
atomblob_density_gradmag,0,2brb,4.860000133514404,6.129274368286133
atomblob_density_gradmag,0,2brm,5.889999866485596,6.1713972091674805
atomblob_density_gradmag,0,2byp,9.0600004196167,7.767134666442871
atomblob_density_gradmag,0,2byr,8.550000190734863,7.734614372253418
atomblob_density_gradmag,0,2bys,9.520000457763672,7.9184370040893555
atomblob_density_gradmag,0,2bza,2.799999952316284,4.341079235076904
