condition,seed,pid,y_true,y_pred
atomblob_density_gradmag,0,1a4w,5.920000076293945,7.35482120513916
atomblob_density_gradmag,0,1aj6,5.920000076293945,6.346347332000732
atomblob_density_gradmag,0,1akq,9.100000381469727,6.270998001098633
atomblob_density_gradmag,0,1akr,9.09000015258789,5.358865737915039
atomblob_density_gradmag,0,1akt,8.489999771118164,5.6362385749816895
atomblob_density_gradmag,0,1aku,6.130000114440918,5.961590766906738
atomblob_density_gradmag,0,1akw,8.59000015258789,5.503092288970947
atomblob_density_gradmag,0,1aw1,1.0499999523162842,4.024924278259277
atomblob_density_gradmag,0,1bcu,3.2799999713897705,4.569480895996094
atomblob_density_gradmag,0,1c5o,3.490000009536743,3.8136308193206787
atomblob_density_gradmag,0,1c5s,6.0,5.2922210693359375
atomblob_density_gradmag,0,1c5t,4.099999904632568,5.320696830749512
atomblob_density_gradmag,0,1c7e,6.300000190734863,6.234979629516602
atomblob_density_gradmag,0,1c7f,9.520000457763672,5.951888561248779
atomblob_density_gradmag,0,1ezq,9.050000190734863,7.021482467651367
atomblob_density_gradmag,0,1f0s,7.739999771118164,7.084904670715332
atomblob_density_gradmag,0,1f0t,6.0,6.465226173400879
atomblob_density_gradmag,0,1f0u,7.159999847412109,5.814605236053467
atomblob_density_gradmag,0,1fkn,8.800000190734863,6.716000556945801
atomblob_density_gradmag,0,1flm,9.369999885559082,5.648566722869873
atomblob_density_gradmag,0,1g2l,7.239999771118164,6.940086841583252
atomblob_density_gradmag,0,1g2m,7.400000095367432,6.799485683441162
atomblob_density_gradmag,0,1g30,6.849999904632568,6.7182769775390625
atomblob_density_gradmag,0,1g32,6.110000133514404,7.116998672485352
atomblob_density_gradmag,0,1g36,7.170000076293945,6.190512180328369
atomblob_density_gradmag,0,1ghv,4.349999904632568,4.813558578491211
atomblob_density_gradmag,0,1ghw,4.199999809265137,5.108275413513184
atomblob_density_gradmag,0,1ghz,4.800000190734863,4.778885841369629
atomblob_density_gradmag,0,1gi1,5.46999979019165,5.122014999389648
atomblob_density_gradmag,0,1gi6,6.21999979019165,4.480905532836914
atomblob_density_gradmag,0,1gi7,4.510000228881836,5.271899223327637
atomblob_density_gradmag,0,1gi8,5.050000190734863,5.6365532875061035
atomblob_density_gradmag,0,1gi9,5.21999979019165,5.242791175842285
atomblob_density_gradmag,0,1gj4,4.070000171661377,6.114145278930664
atomblob_density_gradmag,0,1gj5,4.960000038146973,5.968743801116943
atomblob_density_gradmag,0,1gj6,7.0,5.545331001281738
atomblob_density_gradmag,0,1gj7,7.889999866485596,6.404313087463379
atomblob_density_gradmag,0,1gj8,6.960000038146973,5.625391960144043
atomblob_density_gradmag,0,1gja,5.420000076293945,5.431500434875488
atomblob_density_gradmag,0,1gjb,6.349999904632568,5.67752742767334
atomblob_density_gradmag,0,1gjc,6.349999904632568,6.075906753540039
atomblob_density_gradmag,0,1hp5,6.550000190734863,6.452057838439941
atomblob_density_gradmag,0,1i7z,6.400000095367432,6.445522308349609
atomblob_density_gradmag,0,1jak,5.570000171661377,5.995730876922607
atomblob_density_gradmag,0,1jwt,7.849999904632568,6.667965888977051
atomblob_density_gradmag,0,1k1i,6.579999923706055,6.554798126220703
atomblob_density_gradmag,0,1k1j,7.550000190734863,6.569832801818848
atomblob_density_gradmag,0,1k1l,6.900000095367432,6.521723747253418
atomblob_density_gradmag,0,1k1m,7.400000095367432,6.706803321838379
atomblob_density_gradmag,0,1k1n,6.820000171661377,6.91645622253418
atomblob_density_gradmag,0,1k1o,6.170000076293945,6.24483060836792
atomblob_density_gradmag,0,1kv5,4.21999979019165,4.604750633239746
atomblob_density_gradmag,0,1kzn,8.920000076293945,6.818270683288574
atomblob_density_gradmag,0,1lqe,5.820000171661377,5.784490585327148
atomblob_density_gradmag,0,1lyx,4.539999961853027,3.5228843688964844
atomblob_density_gradmag,0,1lzo,4.539999961853027,3.225658416748047
atomblob_density_gradmag,0,1m4h,9.520000457763672,7.049644470214844
atomblob_density_gradmag,0,1m9n,6.920000076293945,5.8590474128723145
atomblob_density_gradmag,0,1ml1,4.28000020980835,3.619896650314331
atomblob_density_gradmag,0,1njf,6.210000038146973,5.7090373039245605
atomblob_density_gradmag,0,1np0,3.569999933242798,5.815367698669434
atomblob_density_gradmag,0,1nvq,8.25,7.446859359741211
atomblob_density_gradmag,0,1nvr,8.109999656677246,7.287448883056641
atomblob_density_gradmag,0,1o2g,6.119999885559082,6.145230293273926
atomblob_density_gradmag,0,1o2h,7.170000076293945,5.144598007202148
atomblob_density_gradmag,0,1o2j,6.920000076293945,5.139559745788574
atomblob_density_gradmag,0,1o2k,6.920000076293945,5.100155830383301
atomblob_density_gradmag,0,1o2n,6.090000152587891,5.668964385986328
atomblob_density_gradmag,0,1o2o,6.360000133514404,5.409761428833008
atomblob_density_gradmag,0,1o2p,4.849999904632568,5.367286205291748
atomblob_density_gradmag,0,1o2q,7.679999828338623,5.5721588134765625
atomblob_density_gradmag,0,1o2r,5.210000038146973,5.6575927734375
atomblob_density_gradmag,0,1o2s,5.46999979019165,4.62680196762085
atomblob_density_gradmag,0,1o2t,7.849999904632568,5.256974220275879
atomblob_density_gradmag,0,1o2z,6.110000133514404,5.106158256530762
atomblob_density_gradmag,0,1o30,6.769999980926514,4.979207992553711
atomblob_density_gradmag,0,1o32,5.739999771118164,4.476215362548828
atomblob_density_gradmag,0,1o33,5.739999771118164,4.490508079528809
atomblob_density_gradmag,0,1o34,5.739999771118164,4.457817077636719
atomblob_density_gradmag,0,1o35,5.0,4.742835521697998
atomblob_density_gradmag,0,1o36,5.960000038146973,5.168676853179932
atomblob_density_gradmag,0,1o38,6.820000171661377,4.723825454711914
atomblob_density_gradmag,0,1o39,7.130000114440918,5.1323466300964355
atomblob_density_gradmag,0,1o3b,7.130000114440918,5.334848403930664
atomblob_density_gradmag,0,1o3c,7.130000114440918,5.280508041381836
atomblob_density_gradmag,0,1o3d,7.130000114440918,5.134782314300537
atomblob_density_gradmag,0,1o3e,7.960000038146973,5.313498497009277
atomblob_density_gradmag,0,1o3f,7.960000038146973,5.248854637145996
atomblob_density_gradmag,0,1o3p,6.659999847412109,5.7062530517578125
atomblob_density_gradmag,0,1o5a,6.420000076293945,5.78127384185791
atomblob_density_gradmag,0,1o5c,5.21999979019165,5.730116844177246
atomblob_density_gradmag,0,1o5e,5.739999771118164,6.561013221740723
atomblob_density_gradmag,0,1o5f,6.070000171661377,5.914681911468506
atomblob_density_gradmag,0,1o5g,4.960000038146973,6.175798416137695
atomblob_density_gradmag,0,1odi,4.210000038146973,5.4814605712890625
atomblob_density_gradmag,0,1odj,4.099999904632568,5.190561294555664
atomblob_density_gradmag,0,1ow4,5.679999828338623,6.365538597106934
atomblob_density_gradmag,0,1owe,6.199999809265137,5.5149054527282715
atomblob_density_gradmag,0,1owh,7.400000095367432,5.486730575561523
atomblob_density_gradmag,0,1owi,7.550000190734863,5.839468955993652
atomblob_density_gradmag,0,1owj,7.320000171661377,5.645137786865234
atomblob_density_gradmag,0,1owk,7.630000114440918,5.881263256072998
atomblob_density_gradmag,0,1oyq,6.960000038146973,5.943157196044922
atomblob_density_gradmag,0,1oyt,7.239999771118164,6.362648963928223
atomblob_density_gradmag,0,1oz0,7.699999809265137,6.27728271484375
atomblob_density_gradmag,0,1p1n,6.800000190734863,4.957057952880859
atomblob_density_gradmag,0,1p1o,5.760000228881836,4.221106052398682
atomblob_density_gradmag,0,1p1q,4.889999866485596,4.714577674865723
atomblob_density_gradmag,0,1p4r,8.100000381469727,7.133356094360352
atomblob_density_gradmag,0,1p57,4.400000095367432,5.755633354187012
atomblob_density_gradmag,0,1pf8,7.510000228881836,5.42299747467041
atomblob_density_gradmag,0,1pkx,6.920000076293945,5.122617721557617
atomblob_density_gradmag,0,1pl0,8.220000267028809,6.786381244659424
atomblob_density_gradmag,0,1pr1,5.300000190734863,5.668924331665039
atomblob_density_gradmag,0,1pr5,3.9200000762939453,5.86137580871582
atomblob_density_gradmag,0,1pxm,7.21999979019165,6.839861869812012
atomblob_density_gradmag,0,1pxn,7.150000095367432,7.415343284606934
atomblob_density_gradmag,0,1pxp,6.659999847412109,6.975193977355957
atomblob_density_gradmag,0,1q4l,7.400000095367432,7.197712421417236
atomblob_density_gradmag,0,1q72,6.849999904632568,5.466305732727051
