pid,split
10gs,train
11gs,train
184l,train
185l,train
186l,train
187l,train
188l,train
1a07,train
1a08,train
1a1b,train
1a1c,train
1a1e,train
1a28,val
1a4h,val
1a4k,train
1a4r,train
1a4w,test
1a52,val
1a5v,train
1a99,train
1af6,train
1ai4,train
1ai5,train
1ai6,train
1ai7,train
1aj6,test
1aj7,val
1ajn,train
1ajq,train
1ajv,train
1ajx,train
1akq,test
1akr,test
1akt,test
1aku,test
1akw,test
1al8,train
1alw,train
1amn,train
1aq7,test
1aqi,val
1aqj,val
1at5,train
1at6,train
1avd,train
1aw1,test
1axs,val
1b11,train
1b42,train
1b55,train
1b6j,train
1b6k,train
1b6l,train
1b6m,train
1b6p,train
1b9s,train
1b9t,train
1b9v,train
1bcu,test
1bdl,train
1bdq,train
1bdr,train
1bhx,train
1bju,train
1bjv,train
1bkm,train
1bky,train
1bm2,train
1bm7,val
1bmb,train
1bo5,train
1bq3,train
1bq4,train
1br5,train
1br6,train
1btn,train
1bxo,train
1bxq,train
1bzc,train
1bzj,train
1c29,train
1c5c,val
1c5f,val
1c5o,test
1c5s,test
1c5t,test
1c7e,test
1c7f,test
1c8v,train
1c9d,train
1cet,train
1cj1,train
1cqp,train
1ctr,train
1cw2,train
1cx9,train
1d09,train
1d4h,train
1d4i,train
1d4j,train
1d4k,train
1d4l,train
1d4w,train
1d7i,train
1d7j,train
1d8e,train
1db1,train
1det,train
1df8,train
1dfo,train
1di8,test
1di9,test
1dqx,train
1drj,train
1drk,train
1dtq,train
1dtt,train
1dub,train
1dud,train
1duv,train
1dy4,train
1dzj,train
1e2k,train
1e2l,train
1e3g,val
1e5j,train
1e66,train
1e6q,train
1e6s,train
1e72,train
1ebw,train
1eby,train
1ebz,train
1ec0,train
1ec1,train
1ec2,train
1ec3,train
1eef,train
1eei,train
1efi,train
1egh,val
1eix,train
1ej4,train
1enu,train
1err,val
1eve,train
1ezf,train
1ezq,test
1f0s,test
1f0t,test
1f0u,test
1f3e,train
1f73,train
1f74,train
1f8a,train
1f8b,train
1f8c,train
1f8d,train
1f8e,train
1fcx,train
1fcy,train
1fd0,train
1fd7,train
1fh7,train
1fh8,train
1fh9,train
1fhd,train
1fiv,train
1fj4,train
1fjs,train
1fkn,test
1fl3,val
1flm,test
1fm9,train
1fq4,train
1fq5,train
1fq6,train
1fq7,train
1fq8,train
1fvv,val
1fzj,train
1fzk,train
1fzm,train
1fzq,train
1g2k,train
1g2l,test
1g2m,test
1g30,test
1g32,test
1g35,train
1g36,test
1g50,val
1g5f,train
1g6s,train
1g7f,train
1g7g,train
1g9s,train
1gaf,val
1gah,train
1gai,train
1gcz,train
1ghv,test
1ghw,test
1ghz,test
1gi1,test
1gi6,test
1gi7,test
1gi8,test
1gi9,test
1gj4,test
1gj5,test
1gj6,test
1gj7,test
1gj8,test
1gja,test
1gjb,test
1gjc,test
1gni,train
1gnj,train
1gpk,train
1gpn,train
1gqs,train
1gt1,train
1gt3,train
1gt5,train
1gwq,val
1gwr,val
1gyx,train
1gyy,train
1h01,test
1h0a,train
1h0r,train
1h0w,test
1h1p,val
1h1q,val
1h1r,val
1h1s,val
1h22,train
1h23,train
1h24,val
1h25,val
1h26,train
1h27,train
1h28,val
1h2t,train
1h2u,train
1h46,train
1h5v,train
1h61,train
1h62,train
1h6h,train
1h8s,val
1h9z,train
1ha2,train
1hbv,train
1hge,train
1hgi,train
1hgj,train
1hiy,val
1hkj,val
1hkk,val
1hkm,val
1hnn,train
1hp5,test
1hty,train
1hvy,train
1hxb,train
1i00,train
1i3z,train
1i5r,train
1i7c,train
1i7z,test
1ibc,train
1ibg,val
1ie9,train
1iep,test
1igj,train
1ihy,train
1iiq,train
1ik4,val
1ikt,train
1ikv,train
1ikw,train
1ikx,train
1iky,train
1il3,train
1il4,train
1il9,train
1ilh,train
1imx,train
1inf,train
1ing,train
1inh,train
1is0,train
1iup,train
1j07,train
1j17,val
1j4r,train
1jak,test
1jgl,val
1jlq,train
1jlr,train
1jlx,train
1jmf,train
1jmg,train
1jmi,train
1jq3,train
1jqy,train
1jtq,train
1juj,train
1jut,train
1jvp,test
1jwt,test
1jyq,train
1k03,train
1k1i,test
1k1j,test
1k1l,test
1k1m,test
1k1n,test
1k1o,test
1k1p,test
1k1y,train
1kav,train
1ke5,test
1ke6,test
1ke8,test
1kel,val
1kll,train
1kmv,test
1kna,train
1kne,train
1koj,train
1kqb,train
1ktt,test
1kv5,test
1kyn,train
1kz8,train
1kzk,train
1kzn,test
1l2s,train
1l83,train
1lbk,train
1lee,train
1leg,train
1lev,train
1lf2,train
1lf3,train
1lf9,train
1lfo,train
1lgw,train
1lhw,train
1li2,train
1li3,train
1li6,train
1ljt,train
1lke,val
1ll4,val
1lnm,val
1loq,train
1lor,train
1los,train
1lpg,val
1lpk,val
1lpz,val
1lqd,val
1lqe,test
1lqf,train
1lt6,train
1lvc,train
1lyx,test
1lzo,test
1lzq,train
1m0b,train
1m21,train
1m48,train
1m4h,test
1m5b,test
1m5e,test
1m5f,test
1m7y,train
1m9n,test
1mcz,train
1me8,train
1mh5,val
1mhw,val
1mj7,val
1mjj,val
1ml1,test
1moq,train
1mq5,train
1mq6,train
1mui,train
1n0s,val
1n2v,train
1n43,train
1n46,train
1n5r,train
1n7i,train
1n7m,val
1n9m,train
1nax,train
1nc1,train
1nc3,train
1ndj,train
1nf8,train
1ngw,val
1nh0,train
1nhu,train
1nhz,val
1nj1,train
1nj5,train
1njf,test
1njs,train
1nli,train
1nmk,val
1nnk,test
1np0,test
1nq7,train
1nvq,test
1nvr,test
1nw4,train
1nw5,val
1nw7,val
1nzl,train
1nzv,train
1o0f,train
1o0m,train
1o0n,train
1o0o,train
1o2g,test
1o2h,test
1o2j,test
1o2k,test
1o2n,test
1o2o,test
1o2p,test
1o2q,test
1o2r,test
1o2s,test
1o2t,test
1o2z,test
1o30,test
1o32,test
1o33,test
1o34,test
1o35,test
1o36,test
1o38,test
1o39,test
1o3b,test
1o3c,test
1o3d,test
1o3e,test
1o3f,test
1o3p,test
1o5a,test
1o5c,test
1o5e,test
1o5f,test
1o5g,test
1o6i,val
1o79,train
1o9d,train
1o9e,train
1oar,val
1oau,val
1oay,val
1oba,train
1ocn,train
1ocq,train
1od8,train
1odi,test
1odj,test
1ody,train
1oe7,train
1oe8,train
1ofz,train
1ogg,val
1ogu,val
1ogx,train
1oh4,train
1oi9,train
1oiq,train
1oir,train
1oit,train
1oiu,train
1oiy,train
1okx,train
1oky,test
1okz,test
1ol1,val
1ol2,val
1osv,train
1ouk,test
1ouy,test
1ove,test
1ow4,test
1owe,test
1owh,test
1owi,test
1owj,test
1owk,test
1oxn,train
1oxq,train
1oy7,train
1oyq,test
1oyt,test
1oz0,test
1ozv,val
1p0y,val
1p1n,test
1p1o,test
1p1q,test
1p4r,test
1p57,test
1p93,val
1pa9,train
1pbk,train
1pcg,train
1pdq,train
1pf7,train
1pf8,test
1pgp,train
1pk0,train
1pkx,test
1pl0,test
1pmn,test
1pmu,test
1pmv,test
1pq6,test
1pqc,test
1pr1,test
1pr5,test
1pu7,train
1pu8,train
1pum,train
1pw6,train
1pwy,train
1pxi,test
1pxj,test
1pxk,test
1pxm,test
1pxn,test
1pxp,test
1py1,train
1py2,train
1pyw,train
1pzi,train
1pzj,train
1pzo,train
1pzp,train
1q1g,train
1q3d,test
1q3w,test
1q41,test
1q4k,train
1q4l,test
1q4w,train
1q63,train
1q65,train
1q66,train
1q6j,train
1q6m,train
1q6n,train
1q6p,train
1q6s,train
1q6t,train
1q72,test
1q83,train
1q84,train
1q8t,test
1q8u,test
1q8w,test
1q95,train
1q9d,train
1qbo,test
1qiw,train
1qkn,val
1qkt,val
1qku,val
1qng,val
1qnh,val
1qpb,train
1qpf,train
1qpl,train
1qr3,train
1qw7,train
1qy1,train
1qy2,train
1qyg,test
1r4w,train
1r5n,train
1r5y,train
1r6n,train
1r9l,train
1rbo,train
1rgk,train
1rgl,train
1rjk,train
1rnt,train
1rpj,train
1rr6,train
1rt9,train
1s19,train
1s26,train
1s38,train
1s39,train
1s4d,val
1s5z,val
1s89,val
1s9t,val
1sb1,test
1sdt,train
1sdu,train
1sdv,train
1sgu,train
1sh9,train
1sj0,val
1skj,train
1sqc,train
1sqn,val
1sqo,test
1sqt,test
1sr7,train
1sw2,train
1swg,train
1swk,train
1swn,train
1swp,train
1swr,train
1syh,test
1syi,test
1syo,test
1sz0,test
1szd,train
1t13,train
1t1r,train
1t2v,train
1t31,train
1t32,train
1t46,test
1t79,val
1t7d,train
1t7f,val
1t7r,val
1tc1,train
1thz,test
1tjp,train
1tkt,train
1tkx,train
1tkz,train
1tl1,train
1tl3,train
1tl9,test
1tou,train
1tow,train
1tr7,train
1tt1,val
1tvo,test
1tvr,train
1tx7,test
1tze,train
1u0g,train
1u1b,train
1u1w,train
1u33,train
1u59,test
1u65,train
1u6q,test
1u9q,val
1ua4,test
1uef,train
1ugx,train
1ugy,train
1uh1,train
1ui0,train
1uj5,train
1uk0,test
1uk1,test
1ule,train
1ulg,train
1ung,train
1unh,train
1uom,val
1uou,train
1ur9,train
1urw,test
1utj,val
1utl,val
1utn,test
1uto,test
1uu3,test
1uu7,test
