pid,split
10gs,train
11gs,train
184l,train
185l,train
186l,train
187l,train
188l,train
1a07,test
1a08,train
1a1b,test
1a1c,test
1a1e,train
1a28,test
1a4h,train
1a4k,train
1a4r,val
1a4w,train
1a52,train
1a99,train
1af6,train
1ai4,train
1ai5,train
1ai6,train
1ai7,train
1aj6,test
1aj7,test
1ajn,train
1ajq,train
1ajv,train
1ajx,train
1akq,val
1akr,val
1akt,val
1aku,val
1akw,val
1al8,train
1alw,train
1amn,test
1aqi,train
1aqj,train
1at5,train
1at6,train
1avd,val
1aw1,train
1axs,test
1b11,train
1b42,test
1b55,train
1b6j,train
1b6k,train
1b6l,train
1b6m,train
1b6p,train
1bcu,train
1bdl,train
1bdq,train
1bdr,train
1bhx,train
1bju,train
1bjv,train
1bky,test
1bm7,train
1bo5,train
1bq3,val
1bq4,val
1br5,val
1br6,val
1btn,val
1bxo,train
1bxq,train
1bzc,test
1bzj,test
1c5c,test
1c5o,train
1c5s,train
1c5t,train
1c7e,val
1c7f,val
1cet,train
1ctr,train
1d09,test
1d4h,train
1d4i,train
1d4j,train
1d4k,train
1d4l,train
1d4w,train
1d7i,train
1d7j,train
1db1,train
1det,test
1df8,train
1dfo,train
1dqx,train
1drj,val
1drk,val
1dub,val
1dud,test
1duv,train
1dy4,test
1e2k,train
1e2l,train
1e3g,test
1e5j,train
1e66,test
1e6q,test
1e6s,test
1e72,test
1ebw,train
1eby,train
1ebz,train
1ec0,train
1ec1,train
1ec2,train
1ec3,train
1egh,train
1eix,test
1ej4,train
1enu,train
1ezq,train
1f0s,train
1f0t,train
1f0u,train
1f3e,train
1f73,train
1f74,train
1f8a,val
1f8b,val
1f8c,val
1f8d,val
1f8e,val
1fcx,val
1fcy,val
1fd0,val
1fh7,train
1fh8,train
1fh9,train
1fhd,train
1fiv,train
1fj4,train
1fjs,train
1fkn,test
1fl3,train
1flm,train
1fm9,train
1fq4,val
1fq5,val
1fq6,val
1fq7,val
1fq8,val
1fzj,train
1fzk,train
1fzm,train
1fzq,train
1g2k,train
1g2l,train
1g2m,train
1g30,train
1g32,train
1g35,train
1g36,train
1g50,test
1g5f,train
1g6s,val
1g7f,test
1g7g,test
1g9s,val
1gaf,test
1gah,train
1gai,train
1gcz,test
1ghv,train
1ghw,train
1ghz,train
1gi1,train
1gi6,train
1gi7,test
1gi8,test
1gi9,test
1gj4,train
1gj5,train
1gj6,train
1gj7,test
1gj8,test
1gja,test
1gjb,test
1gjc,test
1gni,train
1gnj,train
1gpk,test
1gpn,test
1gqs,test
1gt1,test
1gt3,test
1gt5,test
1gwq,test
1gwr,test
1gyx,train
1gyy,train
1h0a,train
1h0r,train
1h1p,val
1h1s,val
1h22,test
1h23,test
1h24,val
1h25,val
1h26,val
1h27,val
1h28,val
1h2t,train
1h2u,train
1h46,train
1h5v,train
1h61,train
1h62,train
1h6h,train
1h8s,train
1h9z,train
1ha2,train
1hbv,train
1hge,train
1hgi,train
1hgj,train
1hiy,train
1hnn,test
1hp5,val
1hxb,train
1i00,test
1i3z,train
1i5r,train
1i7z,test
1ibc,test
1ibg,train
1ie9,train
1igj,train
1ihy,train
1iiq,train
1ik4,train
1ikt,val
1ilh,train
1imx,test
1is0,train
1iup,test
1j07,train
1j17,train
1j4r,train
1jak,val
1jgl,train
1jlr,val
1jmf,test
1jmg,test
1jmi,test
1jqy,train
1jtq,train
1juj,test
1jut,train
1jwt,train
1jyq,train
1k03,train
1k1i,train
1k1j,train
1k1l,train
1k1m,train
1k1n,train
1k1o,train
1k1y,val
1kav,test
1kel,train
1kll,test
1kna,train
1kne,train
1koj,test
1kqb,test
1kv5,train
1kzk,train
1kzn,test
1l2s,train
1l83,train
1lbk,train
1lee,train
1leg,train
1lf2,train
1lf3,train
1lf9,train
1lfo,train
1lgw,train
1lhw,val
1li2,train
1li3,train
1li6,train
1lke,test
1ll4,val
1lnm,test
1loq,train
1lor,train
1los,train
1lpg,train
1lpk,train
1lpz,train
1lqd,train
1lqe,train
1lvc,val
1lyx,train
1lzo,train
1lzq,train
1m0b,train
1m21,test
1m48,test
1m4h,test
1m7y,train
1m9n,train
1mcz,train
1me8,train
1mh5,test
1mhw,test
1mj7,test
1mjj,test
1ml1,train
1moq,train
1mq5,train
1mq6,train
1mui,train
1n0s,test
1n2v,train
1n43,train
1n46,test
1n5r,train
1n7i,test
1n7m,test
1n9m,train
1nax,val
1nc1,test
1nc3,test
1ndj,train
1nf8,train
1ngw,test
1nh0,train
1nhu,train
1nhz,train
1nj1,train
1nj5,train
1njf,test
1njs,test
1nli,train
1np0,val
1nq7,train
1nvq,test
1nvr,test
1nw4,val
1nw5,val
1nw7,val
1nzl,train
1nzv,train
1o0f,train
1o0m,train
1o0n,train
1o0o,train
1o2g,train
1o2h,train
1o2j,train
1o2k,train
1o2n,train
1o2o,train
1o2p,train
1o2q,train
1o2r,train
1o2s,train
1o2t,train
1o2z,train
1o30,train
1o32,train
1o33,train
1o34,train
1o35,train
1o36,train
1o38,train
1o39,train
1o3b,train
1o3c,train
1o3d,train
1o3e,train
1o3f,train
1o3p,test
1o5a,test
1o5c,test
1o5e,train
1o5f,train
1o5g,train
1o6i,test
1o9d,test
1o9e,test
1oar,train
1oau,train
1oay,train
1oba,test
1ocn,train
1ocq,train
1od8,train
1odi,test
1odj,test
1ody,train
1oe7,train
1oe8,train
1ofz,train
1ogg,test
1ogx,train
1oh4,train
1osv,val
1ow4,test
1owe,test
1owh,test
1owi,test
1owj,test
1owk,test
1oxn,test
1oxq,test
1oy7,val
1oyq,train
1oyt,train
1oz0,train
1ozv,train
1p0y,train
1p1n,train
1p1o,train
1p1q,train
1p4r,test
1p57,train
1p93,train
1pa9,train
1pbk,val
1pcg,train
1pdq,train
1pf7,train
1pf8,train
1pgp,train
1pk0,train
1pkx,test
1pl0,test
1pr1,train
1pr5,train
1pu7,val
1pu8,val
1pwy,train
1pxm,train
1pxn,train
1pxp,train
1py1,train
1pzi,train
1pzo,test
1pzp,test
1q1g,val
1q4k,test
1q4l,val
1q4w,train
1q63,train
1q65,train
1q66,train
1q72,test
1q83,train
1q84,train
1q8t,test
1q8u,test
1q8w,test
1q95,train
1q9d,train
1qbo,train
1qiw,train
1qkt,test
1qku,test
1qng,train
1qnh,train
1qpb,train
1qw7,train
1qy1,test
1qy2,test
1qyg,test
1r4w,train
1r5n,test
1r5y,train
1r6n,train
1r9l,train
1rbo,train
1rgk,test
1rgl,test
1rjk,train
1rnt,test
1rpj,train
1rr6,train
1rt9,train
1s19,train
1s26,val
1s38,train
1s39,train
1s4d,train
1s5z,train
1s89,val
1sb1,train
1sdt,train
1sdu,train
1sdv,train
1sgu,train
1sh9,train
1sqc,test
1sqn,test
1sqo,test
1sqt,test
1sr7,train
1sw2,train
1swg,train
1swk,train
1swn,train
1swp,train
1swr,train
1syh,train
1syi,train
1syo,train
1sz0,train
1szd,train
1t13,train
1t2v,val
1t31,val
1t32,test
1t79,test
1t7d,train
1t7f,test
1t7r,test
1thz,train
1tjp,train
1tr7,val
1tvo,val
1tx7,train
1u0g,test
1u1b,train
1u1w,train
1u33,train
1u65,test
1u6q,test
1ua4,train
1uef,test
1ugx,train
1ugy,train
1uh1,train
1ui0,test
1uj5,train
1ule,test
1ulg,test
1uou,train
1ur9,train
1utj,train
1utl,train
1utn,train
1uto,train
1uwf,val
1uwt,val
1uwu,val
1uys,test
1uz1,test
1uz4,train
1v0k,train
1v0l,train
1v0m,train
1v0n,train
1v1j,test
1v2k,train
1v2n,train
1v2o,train
1v2p,train
1v2q,train
1v2r,train
1v2t,train
1v2w,train
1v41,train
1v48,train
1vcu,test
1vea,test
1vjd,train
1vkj,train
1vot,test
1vso,val
1vyg,train
1vyq,test
1vzq,train
1w0y,val
1w1d,test
1w1g,test
1w25,train
1w2g,val
1w2h,val
1w2x,test
1w3j,test
1w3k,train
1w3l,train
1w4o,train
1w4p,train
1w4q,train
1w5v,train
1w5w,train
1w5x,train
1w5y,train
1w6y,train
1w70,train
1w7g,train
1w7x,train
1w80,test
1w96,train
1w9u,val
1w9v,val
1wcq,train
1ws4,train
1ws5,train
1wvj,train
1x38,train
1x39,train
1x8d,train
1x8r,val
1x8t,val
1xa5,train
1xap,val
1xbb,val
1xd0,train
1xgi,train
1xgj,train
1xhy,train
1xk5,test
1xk9,test
1xkk,train
1xnx,train
1xws,test
1xxh,test
1xxi,test
1y0l,test
1y1m,train
1y1z,train
1y3a,test
1y3n,test
1y3p,test
1y3v,train
1y3w,train
1y3x,train
1y4z,train
1y6q,test
1y6r,test
1y98,val
1ya4,test
1ybg,train
1yc1,train
1yc4,train
1ydk,test
1ydr,test
1yds,test
1yon,train
1yp9,train
1ype,train
1ypg,train
1ypj,train
1yvh,train
1ywh,test
1yys,test
1yz3,val
1z1h,train
1z1r,train
1z2b,train
1z6d,train
1z6e,train
1z95,test
1zc9,train
1zea,train
1zhy,val
1zkk,train
1zky,train
1zp8,train
1zpa,train
1zsf,train
1zsr,train
1zyr,train
220l,train
223l,train
2a14,train
2a3c,val
2a4r,val
2a5c,train
2aac,test
2adm,train
2aj8,train
2al5,train
2an5,test
2anl,train
2aoc,train
2aod,train
2aof,train
2aog,train
2aoh,train
